id,지점명,type,category_name,phone,address_name,주소,경도,위도,place_url
921114699,만수새마을금고 서창지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",032-462-2768,인천 남동구 서창동 687-3,인천 남동구 서창남순환로 223,126.74844272655903,37.42503915486378,http://place.map.kakao.com/921114699
996079285,CU 서창허브점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 731,인천 남동구 서창방산로158번길 2,126.75972127798366,37.4271268434344,http://place.map.kakao.com/996079285
354364088,KB국민은행 인천서창 365자동화점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 708-3,인천 남동구 서창방산로 55,126.75086851166522,37.42259803484045,http://place.map.kakao.com/354364088
185345200,신한 만수동 ATM 서창2지구점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 668,인천 남동구 서창남순환로10번길 50,126.75160292262714,37.42325551967057,http://place.map.kakao.com/185345200
973096550,KB국민은행 서창동점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 560-2,인천 남동구 장아산로 160,126.75015172548551,37.4366983019137,http://place.map.kakao.com/973096550
1808864381,NH농협은행365코너,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 559-7,인천 남동구 독곡로 42,126.74871271768669,37.43484817345944,http://place.map.kakao.com/1808864381
1695788651,롯데ATM 세븐일레븐 인천서창행복(CD),BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 679,,126.746808608099,37.4295425428242,http://place.map.kakao.com/1695788651
1066808407,CU서창아페리온점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 687-3,인천 남동구 서창남순환로 223,126.74892134484723,37.42482122565314,http://place.map.kakao.com/1066808407
1964207878,CU ATM 서창베스트점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 640,인천 남동구 서창남순환로 82,126.747746864894,37.4314150547387,http://place.map.kakao.com/1964207878
1053873225,우리은행 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 715,인천 남동구 서창남로 17,126.75160372661719,37.42130211917196,http://place.map.kakao.com/1053873225
1352429390,우리은행 365코너 인천논현역지점(점외),BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,인천 남동구 서창동 699,인천 남동구 서창남순환로 190-17,126.74439634480343,37.42324916765214,http://place.map.kakao.com/1352429390
290976494,장아산근린공원 무장애나눔길,ATM,"여행 > 관광,명소 > 도보여행 > 무장애나눔길",,인천 남동구 서창동 649,,126.754741700148,37.4286852840959,http://place.map.kakao.com/290976494
8503882,장아산,ATM,"여행 > 관광,명소 > 산",,인천 남동구 서창동 649,,126.75456689599736,37.42754964247551,http://place.map.kakao.com/8503882
1247020078,쥬벅스,ATM,"여행 > 관광,명소 > 동물원 > 실내동물원",0507-1339-8118,인천 남동구 서창동 703-2,인천 남동구 서창남순환로216번길 20,126.748805864188,37.4232036575842,http://place.map.kakao.com/1247020078
8089398,청룡저수지,ATM,"여행 > 관광,명소 > 저수지",,경기 시흥시 방산동 878,,126.76058884608521,37.422550543737444,http://place.map.kakao.com/8089398
7901037,범배산,ATM,"여행 > 관광,명소 > 산",,경기 시흥시 방산동,,126.763318611577,37.4235183254288,http://place.map.kakao.com/7901037
233989696,뒷동산,ATM,"여행 > 관광,명소 > 산",,인천 남동구 운연동 산 32-1,,126.764525012274,37.4372774279311,http://place.map.kakao.com/233989696
12524641,신바람농원,ATM,"여행 > 관광,명소 > 관광농원",031-313-8871,경기 시흥시 신천동 507-4,,126.772826445038,37.432518298883,http://place.map.kakao.com/12524641
26827359,연락골추어마을,ATM,"여행 > 관광,명소 > 테마거리 > 먹자골목",,인천 남동구 운연동 39-1,인천 남동구 수인로 3542,126.766234530269,37.4434833965042,http://place.map.kakao.com/26827359
18741293,인천둘레길 6코스,ATM,"여행 > 관광,명소 > 도보여행 > 둘레길 > 인천둘레길",,인천 남동구 서창동,,126.73883196447368,37.42694828677495,http://place.map.kakao.com/18741293
10769754,쪽박산,ATM,"여행 > 관광,명소 > 산",,경기 시흥시 방산동,,126.755814831102,37.4144820882426,http://place.map.kakao.com/10769754
367916936,생글생글희망골목길,ATM,"여행 > 관광,명소 > 테마거리",,경기 시흥시 신천동 836-5,,126.780367713304,37.4362267105279,http://place.map.kakao.com/367916936
8185642,NH농협은행 소래지점,BANK,"금융,보험 > 금융서비스 > 은행 > NH농협은행",031-311-3911,경기 시흥시 신천동 743-2,경기 시흥시 삼미시장1길 37,126.7825585086371,37.440963786451626,http://place.map.kakao.com/8185642
115354748,시흥중앙새마을금고 신천지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-312-5200,경기 시흥시 신천동 743-2,경기 시흥시 삼미시장1길 37,126.7825585086371,37.440963786451626,http://place.map.kakao.com/115354748
10204737,IBK기업은행 시흥,BANK,"금융,보험 > 금융서비스 > 은행 > IBK기업은행",031-318-6231,경기 시흥시 대야동 530-1,경기 시흥시 비둘기공원4길 13,126.7897658295938,37.44293022273884,http://place.map.kakao.com/10204737
18958531,시흥중앙새마을금고 본점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-313-5200,경기 시흥시 신천동 705-19,경기 시흥시 호현로21번길 4,126.78418159803486,37.442397570440384,http://place.map.kakao.com/18958531
8835068,KB국민은행 시흥,BANK,"금융,보험 > 금융서비스 > 은행 > KB국민은행",1588-9999,경기 시흥시 대야동 532-4,경기 시흥시 비둘기공원4길 5,126.79025066137233,37.44372307472084,http://place.map.kakao.com/8835068
8469226,우리은행 시흥지점,BANK,"금융,보험 > 금융서비스 > 은행 > 우리은행",031-404-3841,경기 시흥시 대야동 532-6,경기 시흥시 비둘기공원로 8,126.79038733999806,37.44414859538144,http://place.map.kakao.com/8469226
7975545,신한은행 시흥,BANK,"금융,보험 > 금융서비스 > 은행 > 신한은행",,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.79275908326676,37.44300578799988,http://place.map.kakao.com/7975545
2036112114,기업은행 익스콘테크노빌 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 862-8,경기 시흥시 포도원로116번길 12,126.78733022485008,37.434279736264436,http://place.map.kakao.com/2036112114
9221861,시흥중앙새마을금고 은행지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-312-5201,경기 시흥시 은행동 105,경기 시흥시 은행로65번길 4,126.79589137415643,37.4380754855129,http://place.map.kakao.com/9221861
1603503234,KB국민은행 시흥신천동 365자동화점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 709-6,경기 시흥시 복지로 3,126.78688262869275,37.440311219300845,http://place.map.kakao.com/1603503234
11342198,시흥중앙새마을금고 대야지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-314-5200,경기 시흥시 대야동 490-3,경기 시흥시 복지로43번길 2,126.78895720728796,37.44356309495621,http://place.map.kakao.com/11342198
683592791,IBK기업은행365 신천동국민은행앞,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 794,경기 시흥시 수인로 3372-1,126.784469334537,37.4409681872855,http://place.map.kakao.com/683592791
1008539965,CU 시흥금바위점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 324-1,경기 시흥시 검바위1로3번길 21,126.79321664516007,37.43154388716004,http://place.map.kakao.com/1008539965
936816551,경기시흥신협 899 신천무인지점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 948,경기 시흥시 시흥대로 1121,126.79117062931,37.4355507067661,http://place.map.kakao.com/936816551
1174825676,CU신천역지점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 768-4,경기 시흥시 신천로 지하 92,126.78691895029722,37.43945712382278,http://place.map.kakao.com/1174825676
650348485,IBK기업은행365 영진의원,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 713-20,경기 시흥시 호현로 1-1,126.782994611727,37.4417736979543,http://place.map.kakao.com/650348485
1028939871,CU시흥신천역점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 765-10,경기 시흥시 신천로 89-10,126.785468876577,37.4383768883311,http://place.map.kakao.com/1028939871
683401855,IBK기업은행365 (구)시흥점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 707-10,경기 시흥시 호현로22번길 6,126.784902336476,37.4416843807231,http://place.map.kakao.com/683401855
1221214284,NH농협은행 365코너 소래지점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 743-2,경기 시흥시 삼미시장1길 37,126.78255964124187,37.44096288752974,http://place.map.kakao.com/1221214284
966243192,CU시흥장미점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 758-7,경기 시흥시 신천3길 34,126.78237951353805,37.43877940004917,http://place.map.kakao.com/966243192
49751284,경기시흥신협 892 은행지점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 293-1,경기 시흥시 시흥대로1074번길 17-1,126.795018798564,37.4315362138048,http://place.map.kakao.com/49751284
962556136,CU 시흥미소점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 754,경기 시흥시 삼미시장4길 43,126.77996350190617,37.44036791923039,http://place.map.kakao.com/962556136
683575365,IBK기업은행365 정은패션타운,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 411-15,경기 시흥시 수인로 3419,126.77905692217,37.4420150825058,http://place.map.kakao.com/683575365
650335612,IBK기업은행365 인천행매표소,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 726,,126.780406789365,37.4421887906152,http://place.map.kakao.com/650335612
897037089,IBK기업은행365 시흥점365,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 530-1,경기 시흥시 비둘기공원4길 13,126.789605620264,37.4428389353335,http://place.map.kakao.com/897037089
1613463784,CU ATM 시센푸중앙점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 418-21,,126.788799587391,37.4401380614772,http://place.map.kakao.com/1613463784
985230160,CU ATM 시흥신천길목점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 신천동 725-7,경기 시흥시 수인로3402번길 3,126.781235763024,37.4423480051551,http://place.map.kakao.com/985230160
2112298533,SC제일은행 365코너 대우4차푸르지오아파트,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 599-1,경기 시흥시 은행로 93,126.796872022894,37.440224291049,http://place.map.kakao.com/2112298533
1882449007,CU대야센트럴점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 550-4,경기 시흥시 비둘기공원7길 65,126.79134277243523,37.440699404808086,http://place.map.kakao.com/1882449007
1129505507,KB국민은행 시흥 365자동화점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 532-4,경기 시흥시 비둘기공원4길 5,126.79024501116699,37.44372306469374,http://place.map.kakao.com/1129505507
683613416,IBK기업은행365 구시청앞,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 494,경기 시흥시 복지로43번길 35,126.785450573316,37.4443920207136,http://place.map.kakao.com/683613416
1093085845,CU 시흥신천대야점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 530-2,경기 시흥시 비둘기공원5길 16,126.79007804989611,37.44281184392431,http://place.map.kakao.com/1093085845
1381482042,우리은행 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 532-6,경기 시흥시 비둘기공원로 8,126.790463304442,37.4440586287773,http://place.map.kakao.com/1381482042
1141922739,CU 시흥미산점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 미산동 316-22,경기 시흥시 미산로144번길 2,126.7924930079559,37.41822470086889,http://place.map.kakao.com/1141922739
987726451,CU 시흥연합점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 488,경기 시흥시 복지로53번길 15,126.7878397277987,37.444716193061254,http://place.map.kakao.com/987726451
1302909190,신한 시흥 ATM 시흥지점1층,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.79275908326676,37.44300578799988,http://place.map.kakao.com/1302909190
963235459,CU ATM 은계주공7단지점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 660,경기 시흥시 은계중앙로 37,126.800554407174,37.4339378781189,http://place.map.kakao.com/963235459
760948104,롯데ATM 롯데마트 시흥1층 2,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,126.79193749376715,37.44302506789491,http://place.map.kakao.com/760948104
1780798693,롯데ATM 롯데마트 시흥1층 1,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,126.7919420089,37.4430268778695,http://place.map.kakao.com/1780798693
166499298,신한 시흥 ATM 점내,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.79275908326676,37.44300578799988,http://place.map.kakao.com/166499298
1670120782,롯데ATM 세븐일레븐 시흥은계(CD),BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 671-3,경기 시흥시 은계남길 50,126.800725032703,37.4309504001007,http://place.map.kakao.com/1670120782
1133435964,CU ATM 은계한양수자인점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 661,경기 시흥시 은계남로 11,126.801737396084,37.4343723553316,http://place.map.kakao.com/1133435964
835000707,문화의거리,ATM,"여행 > 관광,명소 > 테마거리",,경기 시흥시 신천동,,126.786533465779,37.4407070352037,http://place.map.kakao.com/835000707
7876389,무리재산,ATM,"여행 > 관광,명소 > 산",,경기 시흥시 미산동,,126.78378580203,37.4153907154397,http://place.map.kakao.com/7876389
25631351,Sh수협은행 시흥지점,BANK,"금융,보험 > 금융서비스 > 은행 > Sh수협은행",031-311-1021,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.8016354366142,37.4374707731205,http://place.map.kakao.com/25631351
1602448322,시흥제일새마을금고 은계지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-365-4557,경기 시흥시 은행동 646-6,경기 시흥시 은계번영길 13,126.80256343627896,37.43735339295977,http://place.map.kakao.com/1602448322
9730186,NH농협은행 시흥시지부,BANK,"금융,보험 > 금융서비스 > 은행 > NH농협은행",031-315-5980,경기 시흥시 대야동 578-2,경기 시흥시 대은로 93,126.7984684737911,37.445366404273415,http://place.map.kakao.com/9730186
1553345943,신한 시흥 ATM 시흥은계점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 646-6,경기 시흥시 은계번영길 13,126.80277147405437,37.437305085499524,http://place.map.kakao.com/1553345943
1896103655,경기시흥신협 365코너 은행동지점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 646,경기 시흥시 은계번영길 1,126.80165962342873,37.43644095432596,http://place.map.kakao.com/1896103655
1381380133,Sh수협은행365 시흥지점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.80162516481859,37.43750949950303,http://place.map.kakao.com/1381380133
550134817,KB국민은행 시흥은행동 365자동화점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 573-2,경기 시흥시 대은로 81,126.79728936306947,37.4446940341652,http://place.map.kakao.com/550134817
762918693,NH농협은행 365코너 시흥시지부,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 578-2,경기 시흥시 대은로 93,126.798467343723,37.4453664023544,http://place.map.kakao.com/762918693
1381231650,우리은행 365코너 시흥지점(점외),BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 은행동 605,경기 시흥시 은계호수로 49,126.802045044271,37.4458355693327,http://place.map.kakao.com/1381231650
1067679045,CU ATM 시흥은행점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 대야동 574,경기 시흥시 대은로 83,126.797523696056,37.4449611357124,http://place.map.kakao.com/1067679045
966268559,CU 시흥매화점 ATM,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 매화동 358-2,경기 시흥시 매화2로 40,126.8104389584543,37.41683483458813,http://place.map.kakao.com/966268559
11195480,오난산,ATM,"여행 > 관광,명소 > 산",,경기 시흥시 은행동,,126.806215577399,37.4416816011034,http://place.map.kakao.com/11195480
8362023,시흥중앙새마을금고 매화지점,BANK,"금융,보험 > 금융서비스 > 은행 > 새마을금고",031-315-5200,경기 시흥시 매화동 250-1,경기 시흥시 매화1로 5,126.81422413950303,37.41556500215021,http://place.map.kakao.com/8362023
1599992025,NH농협은행 365코너 소래농협매화지소,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 매화동 78-1,경기 시흥시 매화로 14,126.815739451164,37.4176721507726,http://place.map.kakao.com/1599992025
153128061,IBK기업은행365 매화파출소앞,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 매화동 198-17,,126.81479008809475,37.4160209040855,http://place.map.kakao.com/153128061
1024355714,CU ATM 시흥과림로드점,BANK,"금융,보험 > 금융서비스 > 은행 > ATM",,경기 시흥시 무지내동 162-2,경기 시흥시 금오로 182,126.838494862282,37.4199507629108,http://place.map.kakao.com/1024355714
8030600,용도수목원,ATM,"여행 > 관광,명소 > 수목원,식물원",031-313-9090,경기 시흥시 매화동 11-18,경기 시흥시 밭뒤길 32,126.82655959337467,37.419501366921686,http://place.map.kakao.com/8030600
27006404,양지산,ATM,"여행 > 관광,명소 > 산",,경기 시흥시 안현동 산 49,,126.82565018301707,37.43071408025109,http://place.map.kakao.com/27006404
809363353,양지산레포츠산림욕장,ATM,"여행 > 관광,명소 > 자연휴양림",,경기 시흥시 과림동 455-2,경기 시흥시 수인로3106번길 238,126.829014898601,37.4376604156443,http://place.map.kakao.com/809363353
